# zmin,zmax, thetamin,thetamax, lambdamin,lambdamax, timemin,timemax, wxmin,wxmax, wzmin,wzmax, val,relerr
15.2,16.4, 60.5,61, 0.9,1, 0.5,0.6, 0.85,0.88, 0,0.01, 2.83071e+18,8.46675
12.8,14, 57,57.5, 0.8,0.9, 0.4,0.5, 0.85,0.88, 0,0.01, 4.50903e+18,9.24229
17.6,18.8, 60.5,61, 0,0.1, 0,0.1, 0.88,0.9, 0.01,0.03, 6.74723e+19,2.51402
9.2,10.4, 59.5,60, 0,0.1, 0,0.1, 0.92,0.93, 0.01,0.03, 3.05043e+19,4.24425
9.2,10.4, 57.5,58, 0,0.1, 0,0.1, 0.91,0.92, 0.03,0.05, 2.13388e+19,4.92485
15.2,16.4, 59,59.5, 0,0.1, 0,0.1, 0.93,0.94, 0.03,0.05, 8.71161e+18,9.68674
9.2,10.4, 61.5,62, 0,0.1, 0,0.1, 0.95,0.96, 0.03,0.05, 4.74591e+18,9.82507
9.2,10.4, 61,61.5, 0.4,0.5, 0.2,0.3, 0.8,0.85, 0.01,0.03, 1.30765e+18,9.67368
12.8,14, 61,61.5, 0.2,0.3, 0.1,0.2, 0.8,0.85, 0,0.01, 4.33382e+18,8.11815
11.6,12.8, 61.5,62, 5,7.5, 3,4, 0.85,0.88, 0.01,0.03, 3.03664e+15,8.20842
11.6,12.8, 60.5,61, 3,3.5, 2,3, 0.85,0.88, 0.01,0.03, 1.42901e+16,9.01487
16.4,17.6, 58,58.5, 1.3,1.4, 1.1,1.2, 0.8,0.85, 0.01,0.03, 2.39094e+17,9.94294
10.4,11.6, 58.5,59, 1.4,1.5, 1.1,1.2, 0.8,0.85, 0.01,0.03, 2.74265e+17,9.64795
10.4,11.6, 58,58.5, 1.3,1.4, 0.7,0.8, 0.88,0.9, 0.01,0.03, 1.32667e+18,8.97026
17.6,18.8, 61,61.5, 0,0.1, 0,0.1, 0.92,0.93, 0.01,0.03, 3.2648e+19,5.48809
16.4,17.6, 58,58.5, 0,0.1, 0,0.1, 0.9,0.91, 0.01,0.03, 3.50293e+19,4.78936
17.6,18.8, 59,59.5, 0,0.1, 0,0.1, 0.91,0.92, 0.01,0.03, 2.80411e+19,4.95821
15.2,16.4, 59,59.5, 0,0.1, 0,0.1, 0.9,0.91, 0.01,0.03, 3.98719e+19,4.33673
14,15.2, 61,61.5, 1,1.1, 0.5,0.6, 0.85,0.88, 0.01,0.03, 1.31991e+18,7.91757
12.8,14, 58.5,59, 1,1.1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 7.36361e+17,9.18646
11.6,12.8, 57.5,58, 1,1.1, 0.5,0.6, 0.8,0.85, 0,0.01, 4.19902e+18,5.61087
18.8,20, 57.5,58, 1.1,1.2, 0.5,0.6, 0.8,0.85, 0.01,0.03, 6.92638e+17,9.73453
14,15.2, 59,59.5, 0.1,0.2, 0,0.1, 0.85,0.88, 0.01,0.03, 3.69857e+18,9.06031
12.8,14, 59,59.5, 7.5,10, 4,5, 0.85,0.88, 0,0.01, 2.32085e+16,4.28049
14,15.2, 58,58.5, 0,0.1, 0,0.1, 0.85,0.88, 0,0.01, 1.35551e+20,2.18283
15.2,16.4, 60,60.5, 0,0.1, 0,0.1, 0.88,0.9, 0.01,0.03, 6.92462e+19,2.48804
8,9.2, 59,59.5, 0,0.1, 0,0.1, 0.75,0.8, 0.05,0.07, 1.99574e+18,6.86174
8,9.2, 58.5,59, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 8.83959e+18,3.39773
17.6,18.8, 59.5,60, 0,0.1, 0,0.1, 0.91,0.92, 0.03,0.05, 3.20591e+19,4.54087
17.6,18.8, 57.5,58, 0,0.1, 0,0.1, 0.93,0.94, 0.01,0.03, 1.51188e+19,6.70998
9.2,10.4, 58,58.5, 0,0.1, 0,0.1, 0.93,0.94, 0.05,0.07, 6.5789e+18,9.68134
15.2,16.4, 57.5,58, 1,1.1, 0.6,0.7, 0.88,0.9, 0.01,0.03, 1.01844e+18,9.7007
15.2,16.4, 58,58.5, 0.9,1, 0.5,0.6, 0.88,0.9, 0.01,0.03, 1.52604e+18,9.51676
16.4,17.6, 57,57.5, 0,0.1, 0,0.1, 0.9,0.91, 0.03,0.05, 1.98177e+19,9.27847
11.6,12.8, 57,57.5, 0,0.1, 0,0.1, 0.91,0.92, 0.03,0.05, 7.23717e+18,9.06849
16.4,17.6, 59.5,60, 0,0.1, 0,0.1, 0.92,0.93, 0.03,0.05, 2.10108e+19,5.61587
16.4,17.6, 59,59.5, 0,0.1, 0,0.1, 0.92,0.93, 0.03,0.05, 1.90051e+19,9.45778
12.8,14, 60.5,61, 0,0.1, 0,0.1, 0.93,0.94, 0,0.01, 6.9934e+19,4.87124
10.4,11.6, 61,61.5, 0.2,0.3, 0.1,0.2, 0.85,0.88, 0.01,0.03, 3.83207e+18,8.66574
16.4,17.6, 60.5,61, 0,0.1, 0,0.1, 0.9,0.91, 0.01,0.03, 5.4839e+19,3.78257
18.8,20, 60.5,61, 1,1.1, 0.5,0.6, 0.9,0.91, 0.03,0.05, 2.56865e+18,9.5945
16.4,17.6, 58,58.5, 1.4,1.5, 0.7,0.8, 0.88,0.9, 0.01,0.03, 1.80964e+18,7.89609
8,9.2, 60,60.5, 0,0.1, 0,0.1, 0.85,0.88, 0.01,0.03, 3.22528e+19,2.96647
11.6,12.8, 59.5,60, 3,3.5, 2,3, 0.85,0.88, 0.01,0.03, 2.50792e+16,6.71814
11.6,12.8, 59,59.5, 1.4,1.5, 0.8,0.9, 0.8,0.85, 0.01,0.03, 6.57915e+17,8.58726
15.2,16.4, 58,58.5, 1.3,1.4, 0.8,0.9, 0.8,0.85, 0,0.01, 1.12659e+18,9.74246
12.8,14, 61,61.5, 1.1,1.2, 0.7,0.8, 0.85,0.88, 0,0.01, 3.30073e+18,7.24933
17.6,18.8, 59,59.5, 1.4,1.5, 0.7,0.8, 0.85,0.88, 0.01,0.03, 1.47565e+18,9.36788
10.4,11.6, 59,59.5, 1.3,1.4, 0.6,0.7, 0.85,0.88, 0.01,0.03, 1.28788e+18,9.69243
9.2,10.4, 58,58.5, 0,0.1, 0,0.1, 0.9,0.91, 0.03,0.05, 2.56434e+19,5.41056
16.4,17.6, 58,58.5, 0,0.1, 0,0.1, 0.88,0.9, 0.01,0.03, 4.37826e+19,3.03551
8,9.2, 60.5,61, 0,0.1, 0,0.1, 0.88,0.9, 0.01,0.03, 2.97786e+19,3.7698
12.8,14, 61.5,62, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 4.36578e+19,2.37429
12.8,14, 58,58.5, 0,0.1, 0,0.1, 0.88,0.9, 0,0.01, 8.90091e+19,3.36047
10.4,11.6, 60.5,61, 0,0.1, 0,0.1, 0.88,0.9, 0,0.01, 6.51124e+19,3.8773
14,15.2, 58.5,59, 0,0.1, 0,0.1, 0.92,0.93, 0.01,0.03, 3.23766e+19,4.84394
14,15.2, 61,61.5, 0,0.1, 0,0.1, 0.94,0.95, 0.01,0.03, 3.69681e+19,4.70622
15.2,16.4, 57,57.5, 0,0.1, 0,0.1, 0.91,0.92, 0,0.01, 3.92926e+19,4.64486
18.8,20, 59.5,60, 0,0.1, 0,0.1, 0.92,0.93, 0.05,0.07, 1.22766e+19,6.0504
10.4,11.6, 59,59.5, 0,0.1, 0,0.1, 0.9,0.91, 0,0.01, 3.62908e+19,6.29927
8,9.2, 59.5,60, 0,0.1, 0,0.1, 0.9,0.91, 0.03,0.05, 1.80329e+19,6.09867
12.8,14, 57.5,58, 0,0.1, 0,0.1, 0.9,0.91, 0.01,0.03, 3.35898e+19,4.27259
9.2,10.4, 61,61.5, 0,0.1, 0,0.1, 0.92,0.93, 0.01,0.03, 3.60678e+19,5.15377
8,9.2, 58,58.5, 2.2,2.4, 1.2,1.3, 0.85,0.88, 0.01,0.03, 4.74071e+17,9.35355
9.2,10.4, 60.5,61, 1.5,1.6, 0.8,0.9, 0.85,0.88, 0.01,0.03, 1.94205e+18,6.95036
9.2,10.4, 57.5,58, 1.2,1.3, 0.6,0.7, 0.85,0.88, 0.01,0.03, 1.76213e+18,8.19788
16.4,17.6, 58.5,59, 7.5,10, 4,5, 0.85,0.88, 0.01,0.03, 1.231e+16,4.43561
15.2,16.4, 57,57.5, 0,0.1, 0,0.1, 0.4,0.6, 0.01,0.03, 5.50504e+17,6.26825
18.8,20, 57,57.5, 0,0.1, 0,0.1, 0.7,0.75, 0.03,0.05, 4.96829e+18,3.99404
16.4,17.6, 57,57.5, 0,0.1, 0,0.1, 0.7,0.75, 0.01,0.03, 1.45424e+19,2.22911
17.6,18.8, 58,58.5, 0,0.1, 0,0.1, 0.7,0.75, 0.01,0.03, 1.22935e+19,2.74062
15.2,16.4, 59,59.5, 0,0.1, 0,0.1, 0.7,0.75, 0.01,0.03, 9.49727e+18,2.56778
12.8,14, 57,57.5, 0,0.1, 0,0.1, 0.7,0.75, 0,0.01, 2.7013e+19,2.32696
18.8,20, 57.5,58, 0,0.1, 0,0.1, 0.7,0.75, 0.01,0.03, 7.79497e+18,3.17371
18.8,20, 60.5,61, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 9.08299e+18,3.43636
12.8,14, 60.5,61, 0,0.1, 0,0.1, 0.75,0.8, 0,0.01, 3.322e+19,2.32632
17.6,18.8, 60,60.5, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 1.62163e+19,2.58732
12.8,14, 61,61.5, 0,0.1, 0,0.1, 0.91,0.92, 0.01,0.03, 4.37412e+19,6.94577
16.4,17.6, 58.5,59, 5,7.5, 3,4, 0.8,0.85, 0.01,0.03, 9.92224e+15,3.7894
15.2,16.4, 58,58.5, 1.2,1.3, 0.8,0.9, 0.8,0.85, 0.01,0.03, 6.47986e+17,8.79973
11.6,12.8, 59,59.5, 2.4,2.6, 1.4,1.5, 0.85,0.88, 0.01,0.03, 3.87615e+17,9.76668
12.8,14, 60.5,61, 2.8,3, 1.5,2, 0.85,0.88, 0,0.01, 5.58278e+17,5.33154
8,9.2, 57,57.5, 0,0.1, 0,0.1, 0.85,0.88, 0.01,0.03, 1.88361e+19,3.97453
15.2,16.4, 58,58.5, 0.9,1, 0.5,0.6, 0.75,0.8, 0.01,0.03, 8.98482e+17,6.68792
12.8,14, 58,58.5, 0.7,0.8, 0.4,0.5, 0.75,0.8, 0,0.01, 1.24572e+18,8.79434
16.4,17.6, 58.5,59, 0,0.1, 0,0.1, 0.93,0.94, 0.03,0.05, 1.73948e+19,5.66955
16.4,17.6, 61,61.5, 0,0.1, 0,0.1, 0.94,0.95, 0.03,0.05, 1.89636e+19,5.3561
17.6,18.8, 59,59.5, 0,0.1, 0,0.1, 0.92,0.93, 0.03,0.05, 2.9999e+19,5.26219
15.2,16.4, 60,60.5, 0,0.1, 0,0.1, 0.93,0.94, 0.01,0.03, 3.41907e+19,3.85587
16.4,17.6, 59,59.5, 0,0.1, 0,0.1, 0.93,0.94, 0.01,0.03, 2.95411e+19,7.70707
18.8,20, 60,60.5, 0,0.1, 0,0.1, 0.91,0.92, 0.03,0.05, 4.00095e+19,4.54327
11.6,12.8, 59.5,60, 0,0.1, 0,0.1, 0.91,0.92, 0,0.01, 6.41435e+19,5.73069
8,9.2, 60,60.5, 0,0.1, 0,0.1, 0.94,0.95, 0.03,0.05, 1.10253e+19,6.52183
16.4,17.6, 58,58.5, 0,0.1, 0,0.1, 0.94,0.95, 0.03,0.05, 1.13637e+19,9.56737
16.4,17.6, 58.5,59, 0,0.1, 0,0.1, 0.93,0.94, 0.01,0.03, 2.37893e+19,6.30701
11.6,12.8, 57.5,58, 0,0.1, 0,0.1, 0.92,0.93, 0.03,0.05, 8.39428e+18,9.4647
17.6,18.8, 58.5,59, 1.8,1.9, 1,1.1, 0.8,0.85, 0.01,0.03, 8.23698e+17,8.1134
16.4,17.6, 57,57.5, 0.6,0.7, 0.3,0.4, 0.8,0.85, 0.01,0.03, 2.07321e+18,9.44583
16.4,17.6, 60.5,61, 0.4,0.5, 0.2,0.3, 0.85,0.88, 0.01,0.03, 2.62086e+18,9.54288
17.6,18.8, 57,57.5, 0.4,0.5, 0.2,0.3, 0.8,0.85, 0.01,0.03, 1.37606e+18,9.42209
10.4,11.6, 59.5,60, 0.9,1, 0.5,0.6, 0.85,0.88, 0.01,0.03, 1.66814e+18,8.19125
18.8,20, 59,59.5, 0.9,1, 0.5,0.6, 0.85,0.88, 0.03,0.05, 1.24001e+18,8.39923
9.2,10.4, 60,60.5, 0.9,1, 0.5,0.6, 0.85,0.88, 0.01,0.03, 2.0955e+18,8.17293
11.6,12.8, 59.5,60, 0,0.1, 0,0.1, 0.92,0.93, 0.01,0.03, 3.3538e+19,4.56103
12.8,14, 57.5,58, 0,0.1, 0,0.1, 0.94,0.95, 0,0.01, 2.53033e+19,7.0585
16.4,17.6, 59,59.5, 0,0.1, 0,0.1, 0.95,0.96, 0.01,0.03, 1.53168e+19,9.58846
10.4,11.6, 61.5,62, 0,0.1, 0,0.1, 0.96,0.97, 0.01,0.03, 8.99645e+18,7.79757
15.2,16.4, 59.5,60, 0,0.1, 0,0.1, 0.94,0.95, 0,0.01, 4.04908e+19,5.37317
11.6,12.8, 58,58.5, 0,0.1, 0,0.1, 0.94,0.95, 0.01,0.03, 1.37047e+19,6.35227
16.4,17.6, 57.5,58, 0,0.1, 0,0.1, 0.93,0.94, 0,0.01, 1.89237e+19,7.84881
12.8,14, 60,60.5, 0,0.1, 0,0.1, 0.95,0.96, 0.01,0.03, 2.39275e+19,5.83337
10.4,11.6, 59.5,60, 0,0.1, 0,0.1, 0.95,0.96, 0.01,0.03, 1.57546e+19,6.02171
12.8,14, 57.5,58, 0,0.1, 0,0.1, 0.94,0.95, 0.01,0.03, 1.68411e+19,6.16565
18.8,20, 59.5,60, 0,0.1, 0,0.1, 0.95,0.96, 0.01,0.03, 8.59975e+18,7.76129
12.8,14, 59.5,60, 0,0.1, 0,0.1, 0.95,0.96, 0,0.01, 2.92758e+19,6.07299
18.8,20, 60.5,61, 0,0.1, 0,0.1, 0.95,0.96, 0.01,0.03, 1.16109e+19,8.76135
14,15.2, 61,61.5, 0,0.1, 0,0.1, 0.95,0.96, 0,0.01, 4.09295e+19,4.77443
17.6,18.8, 60.5,61, 0,0.1, 0,0.1, 0.95,0.96, 0.01,0.03, 1.87032e+19,5.17792
15.2,16.4, 59.5,60, 0,0.1, 0,0.1, 0.94,0.95, 0.01,0.03, 2.28177e+19,5.13465
17.6,18.8, 60.5,61, 0,0.1, 0,0.1, 0.95,0.96, 0.03,0.05, 1.89201e+19,5.30105
17.6,18.8, 59,59.5, 0,0.1, 0,0.1, 0.94,0.95, 0.03,0.05, 1.63039e+19,5.55665
10.4,11.6, 60.5,61, 0,0.1, 0,0.1, 0.97,0.98, 0,0.01, 1.36594e+19,8.83723
17.6,18.8, 61,61.5, 0,0.1, 0,0.1, 0.97,0.98, 0.03,0.05, 1.2493e+19,6.95239
10.4,11.6, 60.5,61, 0,0.1, 0,0.1, 0.97,0.98, 0.01,0.03, 1.28274e+19,8.305
11.6,12.8, 57,57.5, 2.8,3, 1.5,2, 0.85,0.88, 0,0.01, 5.33681e+17,5.01814
14,15.2, 58.5,59, 1.4,1.5, 0.7,0.8, 0.88,0.9, 0,0.01, 4.08984e+18,9.55957
18.8,20, 60.5,61, 1,1.1, 0.5,0.6, 0.85,0.88, 0.03,0.05, 3.09436e+18,6.76988
17.6,18.8, 57.5,58, 0,0.1, 0,0.1, 0.91,0.92, 0.03,0.05, 2.57197e+19,4.07975
8,9.2, 59,59.5, 0,0.1, 0,0.1, 0.92,0.93, 0.01,0.03, 1.17936e+19,7.13242
17.6,18.8, 57,57.5, 0,0.1, 0,0.1, 0.91,0.92, 0.03,0.05, 1.98591e+19,5.32187
17.6,18.8, 61,61.5, 10,15, 6,8, 0.88,0.9, 0.01,0.03, 1.14445e+15,7.40965
14,15.2, 58,58.5, 1.1,1.2, 0.6,0.7, 0.8,0.85, 0.01,0.03, 9.67731e+17,9.04701
11.6,12.8, 59.5,60, 1.2,1.3, 0.6,0.7, 0.85,0.88, 0,0.01, 3.83297e+18,7.38868
18.8,20, 58.5,59, 2.4,2.6, 1.2,1.3, 0.85,0.88, 0.03,0.05, 1.03793e+18,8.09665
17.6,18.8, 60.5,61, 1.4,1.5, 0.7,0.8, 0.85,0.88, 0.03,0.05, 1.22827e+18,8.78637
11.6,12.8, 60,60.5, 1.4,1.5, 0.7,0.8, 0.85,0.88, 0,0.01, 3.90402e+18,7.46193
11.6,12.8, 60.5,61, 1.1,1.2, 0.5,0.6, 0.85,0.88, 0,0.01, 3.7881e+18,8.49172
14,15.2, 57,57.5, 0.8,0.9, 0.4,0.5, 0.8,0.85, 0.01,0.03, 9.43009e+17,8.46929
17.6,18.8, 59.5,60, 0.1,0.2, 0,0.1, 0.85,0.88, 0.03,0.05, 3.19915e+18,9.10613
16.4,17.6, 59.5,60, 1,1.1, 0.6,0.7, 0.88,0.9, 0.01,0.03, 1.34177e+18,9.12641
11.6,12.8, 58,58.5, 1,1.1, 0.5,0.6, 0.88,0.9, 0,0.01, 4.55922e+18,7.33736
17.6,18.8, 60,60.5, 3.5,4, 2,3, 0.88,0.9, 0.01,0.03, 9.87381e+16,4.67193
10.4,11.6, 57.5,58, 4,5, 2,3, 0.85,0.88, 0.01,0.03, 1.11793e+17,2.62206
16.4,17.6, 61,61.5, 3.5,4, 2,3, 0.88,0.9, 0.01,0.03, 1.66152e+17,3.6718
8,9.2, 58,58.5, 3,3.5, 2,3, 0.85,0.88, 0.01,0.03, 3.07445e+16,7.05426
17.6,18.8, 58,58.5, 2.6,2.8, 2,3, 0.85,0.88, 0.01,0.03, 4.80914e+16,8.74275
16.4,17.6, 60,60.5, 5,7.5, 3,4, 0.8,0.85, 0.01,0.03, 1.0189e+16,3.63473
10.4,11.6, 59.5,60, 2,2.2, 1.5,2, 0.8,0.85, 0.01,0.03, 6.8542e+16,9.41401
18.8,20, 60.5,61, 2.4,2.6, 1.5,2, 0.8,0.85, 0.01,0.03, 6.95314e+16,9.05597
14,15.2, 59.5,60, 3,3.5, 2,3, 0.8,0.85, 0,0.01, 5.07257e+16,5.29224
16.4,17.6, 59.5,60, 2,2.2, 1.5,2, 0.8,0.85, 0.01,0.03, 6.71141e+16,6.90881
18.8,20, 59.5,60, 3,3.5, 1.5,2, 0.8,0.85, 0.01,0.03, 9.62369e+16,4.51189
11.6,12.8, 57,57.5, 2.2,2.4, 1.5,2, 0.8,0.85, 0,0.01, 1.59189e+17,6.76166
16.4,17.6, 60,60.5, 1.5,1.6, 1,1.1, 0.8,0.85, 0.01,0.03, 4.08917e+17,9.44344
15.2,16.4, 59.5,60, 1.1,1.2, 0.8,0.9, 0.8,0.85, 0.01,0.03, 5.53437e+17,9.48998
15.2,16.4, 61,61.5, 1.3,1.4, 0.9,1, 0.8,0.85, 0.01,0.03, 3.61153e+17,9.27142
16.4,17.6, 60.5,61, 2.2,2.4, 1.3,1.4, 0.8,0.85, 0.01,0.03, 4.61456e+17,7.3053
15.2,16.4, 61,61.5, 1.7,1.8, 1,1.1, 0.8,0.85, 0.01,0.03, 4.19003e+17,9.7009
15.2,16.4, 58,58.5, 0.8,0.9, 0.4,0.5, 0.8,0.85, 0.01,0.03, 2.00585e+18,5.9517
9.2,10.4, 57.5,58, 1.4,1.5, 1,1.1, 0.8,0.85, 0.01,0.03, 4.7426e+17,9.13992
10.4,11.6, 57,57.5, 1.5,1.6, 1,1.1, 0.8,0.85, 0.01,0.03, 4.82802e+17,9.64274
11.6,12.8, 57.5,58, 1.3,1.4, 0.7,0.8, 0.8,0.85, 0.01,0.03, 1.04514e+18,8.05134
11.6,12.8, 60,60.5, 0.1,0.2, 0,0.1, 0.88,0.9, 0.01,0.03, 3.8271e+18,9.50446
16.4,17.6, 60.5,61, 0.2,0.3, 0.1,0.2, 0.75,0.8, 0.01,0.03, 8.29768e+17,9.52585
10.4,11.6, 58.5,59, 5,7.5, 3,4, 0.8,0.85, 0.01,0.03, 7.7136e+15,4.20578
16.4,17.6, 58,58.5, 0.1,0.2, 0,0.1, 0.85,0.88, 0.01,0.03, 6.61058e+18,7.2462
15.2,16.4, 61,61.5, 0,0.1, 0,0.1, 0.93,0.94, 0.03,0.05, 8.58412e+18,8.28609
14,15.2, 57,57.5, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 1.17369e+20,1.57718
15.2,16.4, 60.5,61, 2,2.2, 1.5,2, 0.85,0.88, 0.01,0.03, 5.27426e+16,9.92606
18.8,20, 60,60.5, 4,5, 2,3, 0.85,0.88, 0.03,0.05, 4.40529e+16,5.17295
18.8,20, 59.5,60, 3.5,4, 2,3, 0.85,0.88, 0.03,0.05, 4.89665e+16,5.32596
11.6,12.8, 58.5,59, 2,2.2, 1.5,2, 0.8,0.85, 0,0.01, 9.71339e+16,9.40144
9.2,10.4, 60.5,61, 3.5,4, 2,3, 0.88,0.9, 0.01,0.03, 1.48546e+17,3.61255
11.6,12.8, 60,60.5, 4,5, 2,3, 0.8,0.85, 0.01,0.03, 1.82632e+16,6.14103
10.4,11.6, 60.5,61, 2.2,2.4, 1.3,1.4, 0.8,0.85, 0.01,0.03, 3.64824e+17,8.27279
10.4,11.6, 61,61.5, 2,2.2, 1.1,1.2, 0.8,0.85, 0.01,0.03, 5.62357e+17,6.95944
14,15.2, 57.5,58, 1,1.1, 0.7,0.8, 0.75,0.8, 0,0.01, 9.41989e+17,8.51877
15.2,16.4, 57,57.5, 1.1,1.2, 0.7,0.8, 0.75,0.8, 0.01,0.03, 7.12562e+17,8.20802
15.2,16.4, 59.5,60, 1.1,1.2, 0.7,0.8, 0.8,0.85, 0,0.01, 9.74894e+17,8.83486
15.2,16.4, 60.5,61, 1.1,1.2, 0.7,0.8, 0.8,0.85, 0,0.01, 1.00348e+18,8.65566
9.2,10.4, 57,57.5, 1.6,1.7, 0.9,1, 0.75,0.8, 0.01,0.03, 9.18454e+17,8.68012
15.2,16.4, 59.5,60, 1.2,1.3, 0.7,0.8, 0.8,0.85, 0,0.01, 1.3224e+18,8.19255
10.4,11.6, 60,60.5, 1.7,1.8, 0.9,1, 0.8,0.85, 0.01,0.03, 1.00533e+18,7.98055
14,15.2, 60,60.5, 1.8,1.9, 1,1.1, 0.8,0.85, 0,0.01, 1.47351e+18,9.39903
14,15.2, 58.5,59, 1.3,1.4, 0.7,0.8, 0.75,0.8, 0,0.01, 1.71237e+18,8.30992
9.2,10.4, 58,58.5, 1.3,1.4, 0.7,0.8, 0.75,0.8, 0.01,0.03, 1.25912e+18,6.6625
17.6,18.8, 57,57.5, 2,2.2, 1.1,1.2, 0.75,0.8, 0.01,0.03, 2.93696e+17,8.39761
10.4,11.6, 60.5,61, 2,2.2, 1.1,1.2, 0.8,0.85, 0.01,0.03, 6.13045e+17,7.34719
8,9.2, 60,60.5, 2,2.2, 1.1,1.2, 0.8,0.85, 0.01,0.03, 2.33552e+17,9.21553
16.4,17.6, 61,61.5, 1.7,1.8, 0.9,1, 0.8,0.85, 0.01,0.03, 1.01663e+18,8.8068
11.6,12.8, 60,60.5, 1.7,1.8, 0.9,1, 0.8,0.85, 0,0.01, 1.47131e+18,8.18044
12.8,14, 59,59.5, 1.9,2, 1,1.1, 0.8,0.85, 0,0.01, 2.06092e+18,8.28113
15.2,16.4, 57.5,58, 1,1.1, 0.5,0.6, 0.75,0.8, 0.01,0.03, 1.08904e+18,8.40614
10.4,11.6, 58,58.5, 1,1.1, 0.5,0.6, 0.75,0.8, 0.01,0.03, 9.05165e+17,9.59838
14,15.2, 58.5,59, 1.1,1.2, 0.6,0.7, 0.75,0.8, 0,0.01, 2.26613e+18,8.0464
9.2,10.4, 58,58.5, 1.2,1.3, 0.6,0.7, 0.75,0.8, 0.01,0.03, 6.75077e+17,8.15055
9.2,10.4, 57,57.5, 1.1,1.2, 0.6,0.7, 0.75,0.8, 0.01,0.03, 2.0593e+18,7.58355
18.8,20, 60,60.5, 1.2,1.3, 0.6,0.7, 0.8,0.85, 0.03,0.05, 1.44211e+18,7.05156
15.2,16.4, 57,57.5, 1,1.1, 0.6,0.7, 0.8,0.85, 0.01,0.03, 1.14701e+18,7.17219
16.4,17.6, 59,59.5, 5,7.5, 2,3, 0.8,0.85, 0.01,0.03, 5.58245e+15,5.54685
12.8,14, 58.5,59, 2.8,3, 1.5,2, 0.8,0.85, 0,0.01, 5.19032e+17,4.55445
11.6,12.8, 58,58.5, 2,2.2, 1.1,1.2, 0.8,0.85, 0,0.01, 1.20164e+18,6.93034
16.4,17.6, 57,57.5, 2.2,2.4, 1.2,1.3, 0.8,0.85, 0.01,0.03, 8.84516e+17,5.71656
15.2,16.4, 60.5,61, 1.9,2, 1,1.1, 0.8,0.85, 0.01,0.03, 6.8144e+17,9.96906
17.6,18.8, 57.5,58, 1.6,1.7, 0.9,1, 0.8,0.85, 0.01,0.03, 8.12242e+17,8.48032
12.8,14, 58.5,59, 0.8,0.9, 0.4,0.5, 0.8,0.85, 0,0.01, 4.40868e+18,5.23345
11.6,12.8, 58.5,59, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 8.69633e+19,1.88052
12.8,14, 58.5,59, 2.2,2.4, 2,3, 0.85,0.88, 0,0.01, 5.18721e+16,9.79777
15.2,16.4, 60,60.5, 0.9,1, 0.5,0.6, 0.85,0.88, 0.01,0.03, 1.86669e+18,8.46784
11.6,12.8, 57,57.5, 1.3,1.4, 0.6,0.7, 0.8,0.85, 0,0.01, 1.8105e+18,8.40336
10.4,11.6, 61,61.5, 1.2,1.3, 0.6,0.7, 0.85,0.88, 0,0.01, 2.35562e+18,9.51667
18.8,20, 57.5,58, 1,1.1, 0.5,0.6, 0.8,0.85, 0.03,0.05, 2.25669e+18,5.72589
10.4,11.6, 59,59.5, 0.9,1, 0.4,0.5, 0.8,0.85, 0.01,0.03, 1.23004e+18,8.02054
14,15.2, 59.5,60, 1,1.1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 1.08408e+18,9.67683
16.4,17.6, 60,60.5, 0.6,0.7, 0.3,0.4, 0.85,0.88, 0.01,0.03, 2.06477e+18,9.88904
12.8,14, 61.5,62, 0.6,0.7, 0.3,0.4, 0.85,0.88, 0,0.01, 3.46758e+18,9.77844
10.4,11.6, 58.5,59, 0.4,0.5, 0.2,0.3, 0.8,0.85, 0.01,0.03, 1.61598e+18,8.69687
12.8,14, 57,57.5, 0.1,0.2, 0,0.1, 0.8,0.85, 0.01,0.03, 2.0999e+18,9.3697
15.2,16.4, 60.5,61, 1,1.1, 0.5,0.6, 0.85,0.88, 0,0.01, 3.84052e+18,7.77022
11.6,12.8, 60.5,61, 1.2,1.3, 0.6,0.7, 0.85,0.88, 0.01,0.03, 2.0936e+18,8.14913
11.6,12.8, 58,58.5, 2,2.2, 1,1.1, 0.8,0.85, 0,0.01, 1.02658e+18,8.04357
14,15.2, 58.5,59, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 9.75661e+19,1.71215
15.2,16.4, 57,57.5, 2.4,2.6, 1.2,1.3, 0.8,0.85, 0.01,0.03, 5.79117e+17,9.17996
12.8,14, 58.5,59, 1.3,1.4, 1,1.1, 0.8,0.85, 0,0.01, 9.22723e+17,8.19219
15.2,16.4, 61,61.5, 2.4,2.6, 1.5,2, 0.8,0.85, 0.01,0.03, 6.91204e+16,8.68438
15.2,16.4, 57.5,58, 1,1.1, 0.7,0.8, 0.75,0.8, 0.01,0.03, 4.00988e+17,9.73423
15.2,16.4, 61,61.5, 0.9,1, 0.6,0.7, 0.8,0.85, 0.01,0.03, 6.20845e+17,7.18987
18.8,20, 60.5,61, 1.2,1.3, 0.7,0.8, 0.8,0.85, 0.03,0.05, 1.05438e+18,9.3292
