# zmin,zmax, thetamin,thetamax, lambdamin,lambdamax, timemin,timemax, wxmin,wxmax, wzmin,wzmax, val,relerr
12.8,14, 61.5,62, 0,0.1, 0,0.1, 0.65,0.7, 0,0.01, 2.46372e+18,6.93053
9.2,10.4, 57.5,58, 0,0.1, 0,0.1, 0.6,0.65, 0.03,0.05, 1.67033e+18,6.02147
15.2,16.4, 60.5,61, 0,0.1, 0,0.1, 0.65,0.7, 0,0.01, 3.44724e+18,5.51929
10.4,11.6, 59.5,60, 0,0.1, 0,0.1, 0.65,0.7, 0.01,0.03, 2.53208e+18,4.93783
8,9.2, 60,60.5, 0,0.1, 0,0.1, 0.65,0.7, 0.03,0.05, 1.32246e+18,6.11639
10.4,11.6, 57,57.5, 1.3,1.4, 0.7,0.8, 0.85,0.88, 0.01,0.03, 1.23099e+18,9.01283
10.4,11.6, 60.5,61, 1,1.1, 0.5,0.6, 0.88,0.9, 0.01,0.03, 2.22126e+18,9.2698
14,15.2, 57.5,58, 1.5,1.6, 1,1.1, 0.8,0.85, 0,0.01, 8.26637e+17,8.87859
14,15.2, 60.5,61, 2.6,2.8, 1.5,2, 0.8,0.85, 0,0.01, 3.68372e+17,5.79696
16.4,17.6, 61.5,62, 3.5,4, 2,3, 0.8,0.85, 0.01,0.03, 9.73025e+15,8.32227
17.6,18.8, 58.5,59, 1.3,1.4, 0.9,1, 0.8,0.85, 0.01,0.03, 5.42989e+17,8.66483
12.8,14, 57.5,58, 1.2,1.3, 0.8,0.9, 0.8,0.85, 0,0.01, 1.58966e+18,6.56439
14,15.2, 61,61.5, 0.8,0.9, 0.6,0.7, 0.8,0.85, 0,0.01, 7.15513e+17,9.49171
16.4,17.6, 59.5,60, 1.2,1.3, 0.8,0.9, 0.8,0.85, 0.01,0.03, 8.76825e+17,6.93755
18.8,20, 57,57.5, 2.4,2.6, 1.5,2, 0.8,0.85, 0.01,0.03, 4.07805e+16,9.39506
10.4,11.6, 60,60.5, 1.1,1.2, 0.7,0.8, 0.8,0.85, 0.01,0.03, 1.035e+18,7.3533
15.2,16.4, 58,58.5, 2,2.2, 1.1,1.2, 0.8,0.85, 0,0.01, 8.35304e+17,8.609
15.2,16.4, 58.5,59, 3.5,4, 2,3, 0.8,0.85, 0,0.01, 4.56092e+16,5.64942
16.4,17.6, 59.5,60, 1.5,1.6, 0.8,0.9, 0.85,0.88, 0.01,0.03, 1.56334e+18,7.31142
15.2,16.4, 58,58.5, 1.3,1.4, 0.7,0.8, 0.85,0.88, 0.01,0.03, 9.35798e+17,9.4883
9.2,10.4, 59.5,60, 2.8,3, 1.4,1.5, 0.85,0.88, 0.01,0.03, 1.34951e+18,7.21279
12.8,14, 60.5,61, 0.1,0.2, 0,0.1, 0.88,0.9, 0,0.01, 1.52827e+19,7.74277
16.4,17.6, 60.5,61, 2.8,3, 1.4,1.5, 0.85,0.88, 0.01,0.03, 6.52061e+17,8.73849
17.6,18.8, 58,58.5, 0,0.1, 0,0.1, 0.95,0.96, 0.01,0.03, 9.56852e+18,7.86523
17.6,18.8, 59.5,60, 3,3.5, 2,3, 0.88,0.9, 0.01,0.03, 3.32844e+16,6.72475
15.2,16.4, 61,61.5, 3,3.5, 2,3, 0.88,0.9, 0.01,0.03, 6.02073e+16,6.01509
18.8,20, 60,60.5, 5,7.5, 2,3, 0.85,0.88, 0.03,0.05, 7.28229e+15,5.99761
14,15.2, 59,59.5, 0.1,0.2, 0,0.1, 0.85,0.88, 0,0.01, 1.19361e+19,8.86524
9.2,10.4, 60,60.5, 2.6,2.8, 2,3, 0.8,0.85, 0.01,0.03, 1.80955e+16,9.80513
15.2,16.4, 58,58.5, 3.5,4, 1.5,2, 0.8,0.85, 0,0.01, 6.41201e+16,8.63684
11.6,12.8, 60.5,61, 5,7.5, 2,3, 0.8,0.85, 0.01,0.03, 2.16292e+15,9.51468
12.8,14, 59.5,60, 1.2,1.3, 0.6,0.7, 0.8,0.85, 0,0.01, 3.76232e+18,5.46156
17.6,18.8, 60,60.5, 2.2,2.4, 1.3,1.4, 0.85,0.88, 0.01,0.03, 4.92329e+17,8.33013
12.8,14, 57,57.5, 1,1.1, 0.7,0.8, 0.8,0.85, 0,0.01, 1.73002e+18,8.39058
12.8,14, 59,59.5, 1.8,1.9, 1,1.1, 0.8,0.85, 0,0.01, 1.56149e+18,8.37919
12.8,14, 61.5,62, 2,2.2, 1.2,1.3, 0.8,0.85, 0,0.01, 6.16665e+17,8.86221
15.2,16.4, 57,57.5, 1.7,1.8, 0.9,1, 0.8,0.85, 0.01,0.03, 8.92413e+17,8.51298
11.6,12.8, 59.5,60, 2.2,2.4, 1.3,1.4, 0.8,0.85, 0,0.01, 7.62833e+17,9.16555
9.2,10.4, 61,61.5, 1.8,1.9, 1,1.1, 0.8,0.85, 0.01,0.03, 8.74371e+17,8.33456
11.6,12.8, 61,61.5, 1.4,1.5, 0.7,0.8, 0.8,0.85, 0,0.01, 1.4781e+18,8.69845
17.6,18.8, 58,58.5, 3.5,4, 2,3, 0.8,0.85, 0.01,0.03, 4.98347e+16,4.31778
12.8,14, 57.5,58, 7.5,10, 4,5, 0.85,0.88, 0,0.01, 2.05894e+16,4.57759
12.8,14, 59,59.5, 0.9,1, 0.5,0.6, 0.75,0.8, 0,0.01, 1.96225e+18,7.00999
15.2,16.4, 59.5,60, 0.2,0.3, 0.1,0.2, 0.8,0.85, 0.01,0.03, 1.94945e+18,8.6792
17.6,18.8, 60,60.5, 0.9,1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 1.5569e+18,6.79092
18.8,20, 60,60.5, 1,1.1, 0.5,0.6, 0.9,0.91, 0.03,0.05, 2.56067e+18,9.45276
15.2,16.4, 61,61.5, 2.6,2.8, 1.5,2, 0.88,0.9, 0,0.01, 6.12061e+17,7.06796
14,15.2, 58,58.5, 2.6,2.8, 1.5,2, 0.85,0.88, 0.01,0.03, 1.14495e+17,9.2079
14,15.2, 57,57.5, 5,7.5, 3,4, 0.85,0.88, 0.01,0.03, 4.03006e+15,7.73414
16.4,17.6, 59,59.5, 3.5,4, 1.5,2, 0.88,0.9, 0.01,0.03, 6.32745e+16,8.0107
18.8,20, 59,59.5, 3,3.5, 1.5,2, 0.8,0.85, 0.01,0.03, 9.69249e+16,4.91245
10.4,11.6, 57.5,58, 0,0.1, 0,0.1, 0.6,0.65, 0.01,0.03, 1.62465e+18,7.53704
18.8,20, 57,57.5, 0,0.1, 0,0.1, 0.6,0.65, 0.03,0.05, 6.39869e+17,8.68011
11.6,12.8, 57.5,58, 1.6,1.7, 0.9,1, 0.75,0.8, 0,0.01, 1.02564e+18,9.52292
17.6,18.8, 61,61.5, 1.3,1.4, 0.6,0.7, 0.85,0.88, 0.01,0.03, 1.73012e+18,8.16768
10.4,11.6, 60,60.5, 0.7,0.8, 0.4,0.5, 0.8,0.85, 0.01,0.03, 5.55301e+17,7.91682
14,15.2, 59,59.5, 0.1,0.2, 0,0.1, 0.8,0.85, 0,0.01, 9.94438e+18,7.66673
12.8,14, 60,60.5, 0.9,1, 0.5,0.6, 0.88,0.9, 0,0.01, 2.72187e+18,9.43874
17.6,18.8, 57,57.5, 5,7.5, 3,4, 0.8,0.85, 0.03,0.05, 1.44204e+15,9.59664
11.6,12.8, 61.5,62, 5,7.5, 3,4, 0.9,0.91, 0,0.01, 1.30017e+16,9.52046
10.4,11.6, 60,60.5, 5,7.5, 3,4, 0.88,0.9, 0,0.01, 1.434e+16,6.45062
11.6,12.8, 59.5,60, 3,3.5, 1.5,2, 0.88,0.9, 0,0.01, 4.90582e+17,4.77653
16.4,17.6, 58,58.5, 2,2.2, 1.4,1.5, 0.8,0.85, 0.01,0.03, 1.93263e+17,9.68028
14,15.2, 57.5,58, 1.9,2, 1.2,1.3, 0.8,0.85, 0,0.01, 7.67967e+17,9.9314
9.2,10.4, 57.5,58, 2,2.2, 1.3,1.4, 0.8,0.85, 0.01,0.03, 3.09717e+17,7.62535
9.2,10.4, 60,60.5, 1.3,1.4, 0.9,1, 0.8,0.85, 0.01,0.03, 5.34407e+17,8.14911
14,15.2, 59.5,60, 1.7,1.8, 1.1,1.2, 0.8,0.85, 0,0.01, 5.98632e+17,9.49937
11.6,12.8, 61,61.5, 1.4,1.5, 0.9,1, 0.8,0.85, 0,0.01, 7.47771e+17,9.04478
17.6,18.8, 59.5,60, 1.8,1.9, 1.1,1.2, 0.8,0.85, 0.01,0.03, 3.71343e+17,9.62233
9.2,10.4, 60,60.5, 1.9,2, 1.1,1.2, 0.8,0.85, 0.01,0.03, 5.56915e+17,9.16273
16.4,17.6, 61,61.5, 0.3,0.4, 0.1,0.2, 0.85,0.88, 0.01,0.03, 3.30949e+18,8.12187
12.8,14, 59.5,60, 1.1,1.2, 0.8,0.9, 0.8,0.85, 0,0.01, 1.31844e+18,7.45778
11.6,12.8, 57.5,58, 4,5, 2,3, 0.85,0.88, 0,0.01, 1.81473e+17,3.31199
8,9.2, 57.5,58, 3,3.5, 2,3, 0.85,0.88, 0.01,0.03, 2.85542e+16,6.01629
17.6,18.8, 58.5,59, 7.5,10, 4,5, 0.85,0.88, 0.01,0.03, 1.05919e+16,4.37748
15.2,16.4, 57,57.5, 2,2.2, 1.1,1.2, 0.85,0.88, 0.01,0.03, 5.20363e+17,9.8446
9.2,10.4, 57.5,58, 2,2.2, 1.1,1.2, 0.85,0.88, 0.01,0.03, 8.49226e+17,7.69124
16.4,17.6, 57,57.5, 1.4,1.5, 0.7,0.8, 0.85,0.88, 0.01,0.03, 1.90632e+18,8.45313
11.6,12.8, 59,59.5, 2.6,2.8, 1.3,1.4, 0.85,0.88, 0,0.01, 2.4876e+18,6.98066
16.4,17.6, 59,59.5, 2,2.2, 1.2,1.3, 0.85,0.88, 0.01,0.03, 5.0949e+17,8.06276
12.8,14, 59.5,60, 2.6,2.8, 1.4,1.5, 0.85,0.88, 0,0.01, 2.58237e+18,6.78199
16.4,17.6, 61,61.5, 1.7,1.8, 0.9,1, 0.85,0.88, 0.01,0.03, 1.77799e+18,7.86516
9.2,10.4, 60,60.5, 1.2,1.3, 0.8,0.9, 0.8,0.85, 0.01,0.03, 7.45457e+17,7.67903
17.6,18.8, 57,57.5, 3,3.5, 1.5,2, 0.75,0.8, 0.01,0.03, 2.53409e+16,7.91587
10.4,11.6, 60,60.5, 3.5,4, 2,3, 0.8,0.85, 0.01,0.03, 4.36794e+16,4.8692
9.2,10.4, 59.5,60, 1.7,1.8, 1,1.1, 0.8,0.85, 0.01,0.03, 7.14685e+17,7.58792
17.6,18.8, 58,58.5, 1.5,1.6, 0.8,0.9, 0.75,0.8, 0.01,0.03, 7.4501e+17,7.52933
9.2,10.4, 58,58.5, 1.5,1.6, 0.8,0.9, 0.75,0.8, 0.01,0.03, 7.1461e+17,7.24511
12.8,14, 57,57.5, 1.7,1.8, 0.9,1, 0.75,0.8, 0,0.01, 1.31026e+18,7.62321
15.2,16.4, 58,58.5, 0.5,0.6, 0.2,0.3, 0.8,0.85, 0.01,0.03, 1.27126e+18,8.97491
14,15.2, 58,58.5, 5,7.5, 3,4, 0.8,0.85, 0.01,0.03, 1.85027e+15,8.31649
18.8,20, 60,60.5, 2.6,2.8, 1.5,2, 0.85,0.88, 0.01,0.03, 1.31068e+17,7.03405
10.4,11.6, 60.5,61, 1.1,1.2, 0.9,1, 0.8,0.85, 0.01,0.03, 2.89344e+17,9.10198
14,15.2, 59,59.5, 1.5,1.6, 0.8,0.9, 0.75,0.8, 0,0.01, 8.59064e+17,9.75804
11.6,12.8, 57.5,58, 0.2,0.3, 0.1,0.2, 0.8,0.85, 0,0.01, 4.89572e+18,8.0377
10.4,11.6, 57.5,58, 0.3,0.4, 0.1,0.2, 0.8,0.85, 0.01,0.03, 2.30094e+18,9.04982
9.2,10.4, 58,58.5, 2.2,2.4, 1.1,1.2, 0.85,0.88, 0.01,0.03, 1.88248e+18,5.98787
9.2,10.4, 60.5,61, 2.4,2.6, 1.3,1.4, 0.8,0.85, 0.01,0.03, 7.21713e+17,6.73108
16.4,17.6, 61,61.5, 0.8,0.9, 0.4,0.5, 0.85,0.88, 0.01,0.03, 3.50196e+18,6.49528
16.4,17.6, 58.5,59, 2,2.2, 1.1,1.2, 0.8,0.85, 0.01,0.03, 9.12857e+17,6.07575
9.2,10.4, 59,59.5, 3.5,4, 1.5,2, 0.8,0.85, 0.01,0.03, 7.07542e+16,6.82419
16.4,17.6, 59.5,60, 1,1.1, 0.9,1, 0.8,0.85, 0.01,0.03, 3.10127e+17,9.94894
12.8,14, 58.5,59, 2,2.2, 1.3,1.4, 0.8,0.85, 0,0.01, 6.05698e+17,8.15382
10.4,11.6, 59.5,60, 1.8,1.9, 0.9,1, 0.8,0.85, 0.01,0.03, 7.9774e+17,8.73608
8,9.2, 58.5,59, 2.2,2.4, 1.5,2, 0.85,0.88, 0.01,0.03, 8.50357e+16,9.03087
18.8,20, 60.5,61, 2.4,2.6, 1.5,2, 0.85,0.88, 0.01,0.03, 7.95042e+16,8.58766
15.2,16.4, 57,57.5, 1.5,1.6, 0.8,0.9, 0.8,0.85, 0,0.01, 1.3152e+18,9.02887
11.6,12.8, 61.5,62, 3.5,4, 1.5,2, 0.88,0.9, 0.01,0.03, 1.06064e+17,6.88827
15.2,16.4, 58.5,59, 7.5,10, 4,5, 0.8,0.85, 0.01,0.03, 1.63143e+15,9.13553
8,9.2, 59,59.5, 0.9,1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 6.73251e+17,9.2269
8,9.2, 60,60.5, 1,1.1, 0.6,0.7, 0.8,0.85, 0.01,0.03, 4.24415e+17,9.1847
15.2,16.4, 57.5,58, 1,1.1, 0.5,0.6, 0.8,0.85, 0,0.01, 2.89056e+18,7.70868
15.2,16.4, 58.5,59, 2.6,2.8, 1.4,1.5, 0.8,0.85, 0,0.01, 6.49332e+17,9.56344
9.2,10.4, 57.5,58, 0.8,0.9, 0.4,0.5, 0.8,0.85, 0.01,0.03, 2.55882e+18,6.96019
16.4,17.6, 57.5,58, 2,2.2, 1.2,1.3, 0.8,0.85, 0.01,0.03, 4.6239e+17,6.73369
15.2,16.4, 57,57.5, 2.2,2.4, 1.3,1.4, 0.8,0.85, 0,0.01, 5.22281e+17,9.49303
12.8,14, 57,57.5, 1.2,1.3, 0.7,0.8, 0.8,0.85, 0,0.01, 3.0262e+18,6.31
17.6,18.8, 60.5,61, 0.8,0.9, 0.5,0.6, 0.85,0.88, 0.01,0.03, 8.7673e+17,8.79019
14,15.2, 60,60.5, 2.4,2.6, 1.3,1.4, 0.85,0.88, 0,0.01, 1.78896e+18,6.93915
16.4,17.6, 61,61.5, 1.3,1.4, 0.7,0.8, 0.85,0.88, 0.01,0.03, 2.94085e+18,6.76609
16.4,17.6, 59,59.5, 2.2,2.4, 1.1,1.2, 0.8,0.85, 0.01,0.03, 5.32961e+17,8.12452
14,15.2, 59,59.5, 1.3,1.4, 0.6,0.7, 0.8,0.85, 0,0.01, 1.49038e+18,8.84966
11.6,12.8, 57.5,58, 0.5,0.6, 0.2,0.3, 0.8,0.85, 0,0.01, 2.09376e+18,9.73708
11.6,12.8, 57.5,58, 3,3.5, 2,3, 0.8,0.85, 0,0.01, 4.84901e+16,6.03362
15.2,16.4, 60,60.5, 1.6,1.7, 0.9,1, 0.85,0.88, 0.01,0.03, 8.98457e+17,9.63697
12.8,14, 61,61.5, 2,2.2, 1.1,1.2, 0.88,0.9, 0,0.01, 2.36925e+18,8.32144
15.2,16.4, 61.5,62, 2.4,2.6, 1.3,1.4, 0.88,0.9, 0.01,0.03, 7.08994e+17,9.96151
12.8,14, 59.5,60, 2.2,2.4, 1.2,1.3, 0.88,0.9, 0,0.01, 1.61335e+18,9.05672
17.6,18.8, 58,58.5, 2.4,2.6, 1.5,2, 0.8,0.85, 0.01,0.03, 1.21278e+17,5.7103
12.8,14, 57,57.5, 2,2.2, 1.3,1.4, 0.8,0.85, 0,0.01, 5.35525e+17,9.87652
10.4,11.6, 59,59.5, 1.2,1.3, 0.8,0.9, 0.8,0.85, 0.01,0.03, 9.0384e+17,7.60558
9.2,10.4, 60,60.5, 1,1.1, 0.7,0.8, 0.8,0.85, 0.01,0.03, 7.51844e+17,6.86529
17.6,18.8, 59.5,60, 1.7,1.8, 1,1.1, 0.8,0.85, 0.01,0.03, 5.54979e+17,9.32449
14,15.2, 59.5,60, 2.2,2.4, 1.3,1.4, 0.8,0.85, 0,0.01, 7.05037e+17,7.54024
9.2,10.4, 58,58.5, 1.2,1.3, 0.7,0.8, 0.8,0.85, 0.01,0.03, 1.59935e+18,5.20666
12.8,14, 60,60.5, 3.5,4, 2,3, 0.88,0.9, 0,0.01, 2.33679e+17,4.28197
12.8,14, 60.5,61, 2.6,2.8, 1.5,2, 0.85,0.88, 0,0.01, 4.06609e+17,5.64778
16.4,17.6, 57.5,58, 1.2,1.3, 0.7,0.8, 0.85,0.88, 0.01,0.03, 1.05794e+18,9.24496
12.8,14, 60,60.5, 1.2,1.3, 0.7,0.8, 0.85,0.88, 0,0.01, 3.69447e+18,7.24277
11.6,12.8, 57.5,58, 1,1.1, 0.6,0.7, 0.8,0.85, 0,0.01, 1.91336e+18,7.23666
16.4,17.6, 57,57.5, 1,1.1, 0.8,0.9, 0.75,0.8, 0.01,0.03, 3.28073e+17,8.57109
14,15.2, 60.5,61, 2.4,2.6, 1.3,1.4, 0.85,0.88, 0,0.01, 1.35635e+18,7.95558
11.6,12.8, 60,60.5, 1.1,1.2, 0.6,0.7, 0.85,0.88, 0,0.01, 3.30848e+18,7.37242
15.2,16.4, 60.5,61, 1.1,1.2, 0.6,0.7, 0.85,0.88, 0,0.01, 2.76827e+18,8.29994
12.8,14, 61.5,62, 3,3.5, 1.5,2, 0.88,0.9, 0,0.01, 1.40361e+18,2.98815
12.8,14, 57.5,58, 2.8,3, 1.4,1.5, 0.85,0.88, 0,0.01, 2.91044e+18,5.9024
17.6,18.8, 60,60.5, 1,1.1, 0.5,0.6, 0.85,0.88, 0.03,0.05, 1.57529e+18,8.53523
14,15.2, 61.5,62, 10,15, 6,8, 0.88,0.9, 0,0.01, 1.38353e+15,9.35078
14,15.2, 60.5,61, 7.5,10, 4,5, 0.85,0.88, 0,0.01, 7.33582e+15,7.56355
9.2,10.4, 60.5,61, 2.6,2.8, 2,3, 0.88,0.9, 0.01,0.03, 5.5328e+16,8.94729
10.4,11.6, 59.5,60, 3.5,4, 2,3, 0.88,0.9, 0.01,0.03, 5.42939e+16,5.6923
14,15.2, 61,61.5, 2.4,2.6, 2,3, 0.88,0.9, 0,0.01, 1.04698e+17,9.47359
9.2,10.4, 59,59.5, 3,3.5, 2,3, 0.88,0.9, 0.01,0.03, 2.01553e+16,9.1708
16.4,17.6, 61,61.5, 1.6,1.7, 0.8,0.9, 0.8,0.85, 0.01,0.03, 7.59793e+17,8.42221
17.6,18.8, 58.5,59, 0.9,1, 0.5,0.6, 0.88,0.9, 0.01,0.03, 1.53227e+18,8.63188
14,15.2, 58,58.5, 1.1,1.2, 0.6,0.7, 0.88,0.9, 0,0.01, 3.27232e+18,8.81974
15.2,16.4, 57,57.5, 0.3,0.4, 0.1,0.2, 0.8,0.85, 0.01,0.03, 2.01816e+18,8.39621
16.4,17.6, 59,59.5, 0,0.1, 0,0.1, 0.6,0.65, 0.01,0.03, 1.18807e+18,7.69828
12.8,14, 61,61.5, 2.4,2.6, 1.2,1.3, 0.85,0.88, 0,0.01, 1.52571e+18,8.74743
16.4,17.6, 59,59.5, 2.2,2.4, 1.3,1.4, 0.85,0.88, 0.01,0.03, 7.74278e+17,6.60256
9.2,10.4, 61,61.5, 1.3,1.4, 0.9,1, 0.8,0.85, 0.01,0.03, 4.91761e+17,8.31604
10.4,11.6, 57,57.5, 2,2.2, 1,1.1, 0.85,0.88, 0.01,0.03, 9.01224e+17,7.7171
10.4,11.6, 60.5,61, 1.2,1.3, 0.8,0.9, 0.85,0.88, 0.01,0.03, 9.7636e+17,9.09697
9.2,10.4, 61,61.5, 1.1,1.2, 0.7,0.8, 0.85,0.88, 0.01,0.03, 1.32613e+18,6.69285
9.2,10.4, 58,58.5, 0.4,0.5, 0.2,0.3, 0.85,0.88, 0.01,0.03, 1.77163e+18,9.94082
9.2,10.4, 58.5,59, 1.5,1.6, 0.8,0.9, 0.75,0.8, 0.01,0.03, 5.25181e+17,8.69844
9.2,10.4, 60,60.5, 7.5,10, 4,5, 0.8,0.85, 0.01,0.03, 3.41435e+15,6.05513
18.8,20, 59.5,60, 0.1,0.2, 0,0.1, 0.88,0.9, 0.03,0.05, 4.17932e+18,9.23059
16.4,17.6, 57.5,58, 3.5,4, 2,3, 0.85,0.88, 0,0.01, 1.99824e+16,9.7083
17.6,18.8, 59,59.5, 1.8,1.9, 1.1,1.2, 0.8,0.85, 0.01,0.03, 3.82765e+17,9.08994
17.6,18.8, 59,59.5, 0.9,1, 0.7,0.8, 0.8,0.85, 0.01,0.03, 4.66141e+17,9.364
16.4,17.6, 58.5,59, 5,7.5, 2,3, 0.8,0.85, 0.01,0.03, 5.60746e+15,5.60102
16.4,17.6, 60.5,61, 2,2.2, 1.1,1.2, 0.8,0.85, 0.01,0.03, 7.31659e+17,6.55857
15.2,16.4, 58,58.5, 0,0.1, 0,0.1, 0.65,0.7, 0,0.01, 6.61552e+18,4.10238
18.8,20, 57,57.5, 0,0.1, 0,0.1, 0.6,0.65, 0.01,0.03, 4.08243e+17,9.93534
18.8,20, 59.5,60, 0.6,0.7, 0.3,0.4, 0.85,0.88, 0.03,0.05, 1.20687e+18,9.54225
17.6,18.8, 59,59.5, 2,2.2, 1.5,2, 0.8,0.85, 0.01,0.03, 5.94944e+16,7.17219
11.6,12.8, 58,58.5, 3,3.5, 2,3, 0.8,0.85, 0,0.01, 3.99908e+16,5.75976
16.4,17.6, 57,57.5, 1.4,1.5, 1,1.1, 0.75,0.8, 0.01,0.03, 3.20172e+17,9.59998
9.2,10.4, 60.5,61, 1.8,1.9, 1.1,1.2, 0.8,0.85, 0.01,0.03, 4.18223e+17,9.61594
12.8,14, 57,57.5, 1.6,1.7, 0.9,1, 0.75,0.8, 0,0.01, 1.7942e+18,7.84692
17.6,18.8, 61,61.5, 1.2,1.3, 0.7,0.8, 0.8,0.85, 0.01,0.03, 1.17889e+18,6.26447
12.8,14, 57.5,58, 2.2,2.4, 1.2,1.3, 0.75,0.8, 0,0.01, 4.8685e+17,9.533
9.2,10.4, 61,61.5, 3.5,4, 1.5,2, 0.8,0.85, 0.01,0.03, 3.91276e+16,7.32726
17.6,18.8, 61,61.5, 0.9,1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 1.43547e+18,6.35796
10.4,11.6, 59.5,60, 0.1,0.2, 0,0.1, 0.75,0.8, 0.01,0.03, 1.28288e+18,9.44948
14,15.2, 61.5,62, 0,0.1, 0,0.1, 0.97,0.98, 0.01,0.03, 1.72233e+19,7.74255
16.4,17.6, 59.5,60, 5,7.5, 3,4, 0.88,0.9, 0.01,0.03, 1.63729e+16,4.38319
9.2,10.4, 58.5,59, 1.2,1.3, 0.6,0.7, 0.75,0.8, 0.01,0.03, 5.37951e+17,9.78689
10.4,11.6, 57.5,58, 2.4,2.6, 1.4,1.5, 0.8,0.85, 0.01,0.03, 4.64755e+17,7.70557
15.2,16.4, 59,59.5, 0.3,0.4, 0.1,0.2, 0.85,0.88, 0.01,0.03, 2.49106e+18,9.50615
15.2,16.4, 57,57.5, 5,7.5, 3,4, 0.85,0.88, 0,0.01, 2.11031e+16,4.3303
11.6,12.8, 60.5,61, 2.2,2.4, 1.5,2, 0.85,0.88, 0,0.01, 1.44826e+17,9.93155
12.8,14, 59.5,60, 0.7,0.8, 0.4,0.5, 0.8,0.85, 0,0.01, 1.9975e+18,8.86134
11.6,12.8, 57.5,58, 0.2,0.3, 0.1,0.2, 0.8,0.85, 0.01,0.03, 2.40724e+18,9.49035
8,9.2, 58.5,59, 0,0.1, 0,0.1, 0.65,0.7, 0.03,0.05, 1.98613e+18,5.74973
9.2,10.4, 61,61.5, 0.2,0.3, 0.1,0.2, 0.85,0.88, 0.01,0.03, 4.0474e+18,8.04448
10.4,11.6, 57.5,58, 0.1,0.2, 0,0.1, 0.8,0.85, 0.01,0.03, 5.79406e+18,6.47838
16.4,17.6, 58,58.5, 1.1,1.2, 0.5,0.6, 0.88,0.9, 0.01,0.03, 2.7521e+18,8.5152
9.2,10.4, 57.5,58, 1.7,1.8, 1,1.1, 0.8,0.85, 0.01,0.03, 6.36514e+17,7.59178
10.4,11.6, 60.5,61, 4,5, 2,3, 0.88,0.9, 0,0.01, 9.18824e+16,4.58869
10.4,11.6, 58.5,59, 1.6,1.7, 0.8,0.9, 0.8,0.85, 0.01,0.03, 1.36566e+18,6.73484
10.4,11.6, 57,57.5, 0,0.1, 0,0.1, 0.4,0.6, 0.03,0.05, 4.55773e+17,6.54269
14,15.2, 59.5,60, 1.2,1.3, 0.6,0.7, 0.8,0.85, 0,0.01, 2.98571e+18,6.33754
10.4,11.6, 59.5,60, 0.4,0.5, 0.2,0.3, 0.8,0.85, 0.01,0.03, 1.19373e+18,9.4697
12.8,14, 57.5,58, 0,0.1, 0,0.1, 0.92,0.93, 0,0.01, 3.8135e+19,5.08789
18.8,20, 58.5,59, 0,0.1, 0,0.1, 0.93,0.94, 0.05,0.07, 1.14744e+19,7.86218
9.2,10.4, 61,61.5, 1.3,1.4, 0.9,1, 0.85,0.88, 0.01,0.03, 7.24729e+17,7.72609
11.6,12.8, 57,57.5, 1.4,1.5, 0.9,1, 0.8,0.85, 0,0.01, 9.40113e+17,9.88774
14,15.2, 60,60.5, 2.2,2.4, 1.2,1.3, 0.85,0.88, 0,0.01, 1.45581e+18,7.47258
11.6,12.8, 58.5,59, 1.2,1.3, 0.6,0.7, 0.8,0.85, 0,0.01, 3.52196e+18,6.3959
11.6,12.8, 61.5,62, 1.3,1.4, 0.6,0.7, 0.85,0.88, 0,0.01, 1.76638e+18,9.74963
14,15.2, 57.5,58, 0.9,1, 0.6,0.7, 0.75,0.8, 0,0.01, 1.07768e+18,7.76218
9.2,10.4, 60,60.5, 3.5,4, 2,3, 0.8,0.85, 0.01,0.03, 5.37415e+16,3.72826
11.6,12.8, 60.5,61, 1.6,1.7, 0.8,0.9, 0.85,0.88, 0.01,0.03, 1.06483e+18,9.69551
9.2,10.4, 60,60.5, 1.1,1.2, 0.6,0.7, 0.85,0.88, 0.01,0.03, 2.85767e+18,6.73456
14,15.2, 59,59.5, 2.4,2.6, 1.2,1.3, 0.8,0.85, 0,0.01, 9.15175e+17,8.88198
17.6,18.8, 58.5,59, 1.3,1.4, 0.6,0.7, 0.8,0.85, 0.01,0.03, 8.40924e+17,7.43112
16.4,17.6, 58,58.5, 4,5, 2,3, 0.8,0.85, 0,0.01, 7.89718e+15,9.52877
14,15.2, 58,58.5, 1.8,1.9, 0.9,1, 0.8,0.85, 0,0.01, 1.85052e+18,8.36951
12.8,14, 59,59.5, 1.2,1.3, 0.6,0.7, 0.8,0.85, 0,0.01, 4.64483e+18,5.05338
12.8,14, 61,61.5, 1.3,1.4, 0.6,0.7, 0.9,0.91, 0,0.01, 4.96426e+18,9.49166
10.4,11.6, 58,58.5, 0.8,0.9, 0.5,0.6, 0.8,0.85, 0.01,0.03, 1.00001e+18,8.0424
17.6,18.8, 61,61.5, 1.1,1.2, 0.6,0.7, 0.85,0.88, 0.01,0.03, 2.57804e+18,7.27561
10.4,11.6, 58.5,59, 1.2,1.3, 0.6,0.7, 0.8,0.85, 0.01,0.03, 2.23775e+18,5.57761
18.8,20, 58.5,59, 0.8,0.9, 0.4,0.5, 0.8,0.85, 0.01,0.03, 1.03643e+18,7.85972
